,Date,Open,High,Low,Close,Adj Close,Volume
4734,2018-10-25,217.710007,221.380005,216.75,219.800003,215.793457,29855800
4735,2018-10-26,215.899994,220.190002,212.669998,216.300003,212.357239,47258400
4736,2018-10-29,219.190002,219.690002,206.089996,212.240005,208.371262,45935500
4737,2018-10-30,211.149994,215.179993,209.270004,213.300003,209.411926,36660000
4738,2018-10-31,216.880005,220.449997,216.619995,218.860001,214.87059,38358900
4739,2018-11-01,219.050003,222.360001,216.809998,222.220001,218.169342,58323200
4740,2018-11-02,209.550003,213.649994,205.429993,207.479996,203.697998,91328700
4741,2018-11-05,204.300003,204.389999,198.169998,201.589996,197.915375,66163700
4742,2018-11-06,201.919998,204.720001,201.690002,203.770004,200.055649,31882900
4743,2018-11-07,205.970001,210.059998,204.130005,209.949997,206.122986,33424400
4744,2018-11-08,209.979996,210.119995,206.75,208.490005,205.403809,25362600
4745,2018-11-09,205.550003,206.009995,202.25,204.470001,201.443298,34365800
4746,2018-11-12,199.0,199.850006,193.789993,194.169998,191.295761,51135500
4747,2018-11-13,191.630005,197.179993,191.449997,192.229996,189.384476,46882900
4748,2018-11-14,193.899994,194.479996,185.929993,186.800003,184.034882,60801000
4749,2018-11-15,188.389999,191.970001,186.899994,191.410004,188.57663,46478800
4750,2018-11-16,190.5,194.970001,189.460007,193.529999,190.665237,36928300
4751,2018-11-19,190.0,190.699997,184.990005,185.860001,183.10878,41925300
4752,2018-11-20,178.369995,181.470001,175.509995,176.979996,174.360245,67825200
4753,2018-11-21,179.729996,180.270004,176.550003,176.779999,174.163193,31124200
4754,2018-11-23,174.940002,176.600006,172.100006,172.28999299999995,169.739655,23624000
4755,2018-11-26,174.240005,174.949997,170.259995,174.619995,172.035172,44998500
4756,2018-11-27,171.509995,174.770004,170.880005,174.240005,171.660797,41387400
4757,2018-11-28,176.729996,181.289993,174.929993,180.940002,178.261627,46062500
4758,2018-11-29,182.660004,182.800003,177.699997,179.550003,176.892197,41770000
4759,2018-11-30,180.289993,180.330002,177.029999,178.580002,175.936554,39531500
4760,2018-12-03,184.460007,184.940002,181.210007,184.820007,182.084183,40802500
4761,2018-12-04,180.949997,182.389999,176.270004,176.690002,174.074539,41344300
4762,2018-12-06,171.759995,174.779999,170.419998,174.720001,172.133682,43098400
4763,2018-12-07,173.490005,174.490005,168.300003,168.490005,165.995926,42281600
4764,2018-12-10,165.0,170.089996,163.330002,169.600006,167.089478,62026000
4765,2018-12-11,171.660004,171.78999299999995,167.0,168.630005,166.13385,47281700
4766,2018-12-12,170.399994,171.919998,169.020004,169.100006,166.596878,35627700
4767,2018-12-13,170.490005,172.570007,169.550003,170.949997,168.419479,31898600
4768,2018-12-14,169.0,169.080002,165.279999,165.479996,163.030457,40703700
4769,2018-12-17,165.449997,168.350006,162.729996,163.940002,161.51326,44287900
4770,2018-12-18,165.380005,167.529999,164.389999,166.070007,163.61174,33841500
4771,2018-12-19,166.0,167.449997,159.089996,160.889999,158.508408,49047300
4772,2018-12-20,160.399994,162.110001,155.300003,156.830002,154.508499,64773000
4773,2018-12-21,156.860001,158.160004,149.630005,150.729996,148.498795,95744600
4774,2018-12-24,148.149994,151.550003,146.589996,146.830002,144.65653999999995,37169200
4775,2018-12-26,148.300003,157.229996,146.720001,157.169998,154.843475,58582500
4776,2018-12-27,155.839996,156.770004,150.070007,156.149994,153.83856200000002,53117100
4777,2018-12-28,157.5,158.520004,154.550003,156.229996,153.917389,42291400
4778,2018-12-31,158.529999,159.360001,156.479996,157.740005,155.405045,35003500
4779,2019-01-02,154.889999,158.850006,154.229996,157.919998,155.582367,37039700
4780,2019-01-03,143.979996,145.720001,142.0,142.190002,140.08522,91312200
4781,2019-01-04,144.529999,148.550003,143.800003,148.259995,146.06535300000004,58607100
4782,2019-01-07,148.699997,148.830002,145.899994,147.929993,145.740265,54777800
4783,2019-01-08,149.559998,151.820007,148.520004,150.75,148.518509,41025300
4784,2019-01-09,151.28999299999995,154.529999,149.630005,153.309998,151.040604,45099100
4785,2019-01-10,152.5,153.970001,150.860001,153.800003,151.523376,35780700
4786,2019-01-11,152.880005,153.699997,151.509995,152.28999299999995,150.035706,27023200
4787,2019-01-14,150.850006,151.270004,149.220001,150.0,147.779602,32439200
4788,2019-01-15,150.270004,153.389999,150.050003,153.070007,150.804169,28710900
4789,2019-01-16,153.080002,155.880005,153.0,154.940002,152.64648400000004,30569700
4790,2019-01-17,154.199997,157.660004,153.259995,155.860001,153.552872,29821200
4791,2019-01-18,157.5,157.880005,155.979996,156.820007,154.498657,33751000
4792,2019-01-22,156.410004,156.729996,152.619995,153.300003,151.030777,30394000
4793,2019-01-23,154.149994,155.139999,151.699997,153.919998,151.64158600000005,23130600
4794,2019-01-24,154.110001,154.479996,151.740005,152.699997,150.439636,25441500
4795,2019-01-25,155.479996,158.130005,154.320007,157.759995,155.424744,33535500
4796,2019-01-28,155.78999299999995,156.330002,153.660004,156.300003,153.98635900000005,26192100
4797,2019-01-29,156.25,158.130005,154.110001,154.679993,152.39032,41587200
4798,2019-01-30,163.25,166.149994,160.229996,165.25,162.80386399999998,61109800
4799,2019-01-31,166.110001,169.0,164.559998,166.440002,163.97624199999996,40739600
4800,2019-02-01,166.96000700000005,168.979996,165.929993,166.520004,164.055069,32668100
4801,2019-02-04,167.410004,171.660004,167.279999,171.25,168.71504199999995,31495500
4802,2019-02-05,172.860001,175.080002,172.350006,174.179993,171.601685,36101600
4803,2019-02-06,174.649994,175.570007,172.850006,174.240005,171.660797,28239600
4804,2019-02-07,172.399994,173.940002,170.339996,170.940002,168.409653,31741700
4805,2019-02-08,168.990005,170.660004,168.419998,170.410004,168.607529,23820000
4806,2019-02-11,171.050003,171.21000700000005,169.25,169.429993,167.637878,20993400
4807,2019-02-12,170.100006,171.0,169.699997,170.889999,169.08244299999996,22283500
4808,2019-02-13,171.389999,172.479996,169.919998,170.179993,168.379944,22490200
4809,2019-02-14,169.71000700000005,171.259995,169.380005,170.800003,168.99340800000004,21835700
4810,2019-02-15,171.25,171.699997,169.75,170.419998,168.617432,24626800
4811,2019-02-19,169.71000700000005,171.440002,169.490005,170.929993,169.12200900000005,18972800
4812,2019-02-20,171.190002,173.320007,170.990005,172.029999,170.210388,26114400
4813,2019-02-21,171.800003,172.369995,170.300003,171.059998,169.250656,17249700
4814,2019-02-22,171.580002,173.0,171.380005,172.970001,171.14044199999995,18913200
4815,2019-02-25,174.160004,175.869995,173.949997,174.229996,172.387115,21873400
4816,2019-02-26,173.71000700000005,175.300003,173.169998,174.330002,172.486053,17070200
4817,2019-02-27,173.21000700000005,175.0,172.729996,174.869995,173.02034,27835400
4818,2019-02-28,174.320007,174.910004,172.919998,173.149994,171.31854199999995,28215400
4819,2019-03-01,174.279999,175.149994,172.889999,174.970001,173.119278,25886200
4820,2019-03-04,175.690002,177.75,173.970001,175.850006,173.98998999999995,27436200
4821,2019-03-05,175.940002,176.0,174.53999299999995,175.529999,173.67337,19737400
4822,2019-03-06,174.669998,175.490005,173.940002,174.520004,172.674057,20810400
4823,2019-03-07,173.869995,174.440002,172.020004,172.5,170.675415,24796400
4824,2019-03-08,170.320007,173.070007,169.5,172.910004,171.081085,23999400
4825,2019-03-11,175.490005,179.119995,175.350006,178.899994,177.007706,32011000
4826,2019-03-12,180.0,182.669998,179.369995,180.910004,178.996475,32467600
4827,2019-03-13,182.25,183.300003,180.919998,181.710007,179.787994,31032500
4828,2019-03-14,183.899994,184.100006,182.559998,183.729996,181.786621,23579500
4829,2019-03-15,184.850006,187.330002,183.740005,186.119995,184.151337,39042900
4830,2019-03-18,185.800003,188.389999,185.789993,188.020004,186.031265,26219800
4831,2019-03-19,188.350006,188.990005,185.919998,186.529999,184.557022,31646400
4832,2019-03-20,186.229996,189.490005,184.729996,188.160004,186.169785,31035200
4833,2019-03-21,190.020004,196.330002,189.809998,195.089996,193.026459,51034200
4834,2019-03-22,195.339996,197.690002,190.779999,191.050003,189.029205,42407700
4835,2019-03-25,191.509995,191.979996,186.600006,188.740005,186.743637,43845300
4836,2019-03-26,191.660004,192.880005,184.580002,186.789993,184.814255,49800500
4837,2019-03-27,188.75,189.759995,186.550003,188.470001,186.476486,29848400
4838,2019-03-28,188.949997,189.559998,187.529999,188.720001,186.723846,20780400
4839,2019-03-29,189.830002,190.080002,188.539993,189.949997,187.940842,23564000
4840,2019-04-01,191.639999,191.679993,188.380005,191.240005,189.217209,27862000
4841,2019-04-02,191.089996,194.460007,191.050003,194.020004,191.967804,22765700
4842,2019-04-03,193.25,196.5,193.149994,195.350006,193.283737,23271800
4843,2019-04-04,194.789993,196.369995,193.139999,195.690002,193.620117,19114300
4844,2019-04-05,196.449997,197.100006,195.929993,197.0,194.91626,18526600
4845,2019-04-08,196.419998,200.229996,196.339996,200.100006,197.983475,25881700
4846,2019-04-09,200.320007,202.850006,199.229996,199.5,197.389832,35768200
4847,2019-04-10,198.679993,200.740005,198.179993,200.619995,198.497971,21695300
4848,2019-04-11,200.850006,201.0,198.440002,198.949997,196.845642,20900800
4849,2019-04-12,199.199997,200.139999,196.210007,198.869995,196.766495,27760700
4850,2019-04-15,198.580002,199.850006,198.009995,199.229996,197.122681,17536600
4851,2019-04-16,199.460007,201.369995,198.559998,199.25,197.142471,25696400
4852,2019-04-17,199.539993,203.380005,198.610001,203.130005,200.981445,28906800
4853,2019-04-18,203.119995,204.149994,202.520004,203.860001,201.70372,24195800
4854,2019-04-22,202.830002,204.940002,202.339996,204.529999,202.366638,19439500
4855,2019-04-23,204.429993,207.75,203.899994,207.479996,205.285416,23323000
4856,2019-04-24,207.360001,208.479996,207.050003,207.160004,204.968811,17540600
4857,2019-04-25,206.830002,207.759995,205.119995,205.279999,203.108704,18543200
4858,2019-04-26,204.899994,205.0,202.119995,204.300003,202.139069,18649100
4859,2019-04-29,204.399994,205.970001,203.860001,204.610001,202.445786,22204700
4860,2019-04-30,203.059998,203.399994,199.110001,200.669998,198.547455,46534900
4861,2019-05-01,209.880005,215.309998,209.229996,210.520004,208.293274,64827300
4862,2019-05-02,209.839996,212.649994,208.130005,209.149994,206.937759,31996300
4863,2019-05-03,210.889999,211.839996,210.229996,211.75,209.510269,20892400
4864,2019-05-06,204.289993,208.839996,203.5,208.479996,206.274857,32443100
4865,2019-05-07,205.880005,207.419998,200.830002,202.860001,200.714294,38763700
4866,2019-05-08,201.899994,205.339996,201.75,202.899994,200.75386,26339500
4867,2019-05-09,200.399994,201.679993,196.660004,200.720001,198.596924,34908600
4868,2019-05-10,197.419998,198.850006,192.770004,197.179993,195.845673,41208700
4869,2019-05-13,187.710007,189.479996,182.850006,185.720001,184.463242,57430600
4870,2019-05-14,186.410004,189.699997,185.410004,188.660004,187.383331,36529700
4871,2019-05-15,186.270004,191.75,186.020004,190.919998,189.628036,26544700
4872,2019-05-16,189.910004,192.470001,188.839996,190.080002,188.793732,33031400
4873,2019-05-17,186.929993,190.899994,186.759995,189.0,187.721039,32879100
4874,2019-05-20,183.520004,184.350006,180.279999,183.089996,181.851028,38612300
4875,2019-05-21,185.220001,188.0,184.699997,186.600006,185.33728,28364800
4876,2019-05-22,184.660004,185.710007,182.550003,182.779999,181.543121,29748600
4877,2019-05-23,179.800003,180.539993,177.809998,179.660004,178.444244,36529700
4878,2019-05-24,180.199997,182.139999,178.619995,178.970001,177.758911,23714700
4879,2019-05-28,178.919998,180.589996,177.910004,178.229996,177.023911,27948200
4880,2019-05-29,176.419998,179.350006,176.0,177.380005,176.17965700000005,28481200
4881,2019-05-30,177.949997,179.229996,176.669998,178.300003,177.093445,21218400
4882,2019-05-31,176.229996,177.990005,174.990005,175.070007,173.8853,27043600
4883,2019-06-03,175.600006,177.919998,170.270004,173.300003,172.127274,40396100
4884,2019-06-04,175.440002,179.830002,174.520004,179.639999,178.424377,30968000
4885,2019-06-05,184.279999,184.990005,181.139999,182.539993,181.304733,29773400
4886,2019-06-06,183.080002,185.470001,182.149994,185.220001,183.966614,22526300
4887,2019-06-07,186.509995,191.919998,185.770004,190.149994,188.863251,30684400
4888,2019-06-10,191.809998,195.369995,191.619995,192.580002,191.27681,26220900
4889,2019-06-11,194.860001,196.0,193.600006,194.809998,193.491714,26932900
4890,2019-06-12,193.949997,195.970001,193.389999,194.190002,192.875916,18221800
4891,2019-06-13,194.699997,196.789993,193.600006,194.149994,192.836166,21674600
4892,2019-06-14,191.550003,193.589996,190.300003,192.740005,191.43573,18761500
4893,2019-06-17,192.899994,194.960007,192.169998,193.889999,192.577942,14669100
4894,2019-06-18,196.050003,200.289993,195.210007,198.449997,197.107086,26551000
4895,2019-06-19,199.679993,199.880005,197.309998,197.869995,196.531006,21124200
4896,2019-06-20,200.369995,200.610001,198.029999,199.460007,198.110245,21514000
4897,2019-06-21,198.800003,200.850006,198.149994,198.779999,197.434845,47800600
4898,2019-06-24,198.539993,200.160004,198.169998,198.580002,197.236206,18220400
4899,2019-06-25,198.429993,199.259995,195.289993,195.570007,194.246582,21070300
4900,2019-06-26,197.770004,200.990005,197.350006,199.800003,198.447952,26067500
4901,2019-06-27,200.289993,201.570007,199.570007,199.740005,198.388367,20899700
4902,2019-06-28,198.679993,199.5,197.050003,197.919998,196.580658,31110600
4903,2019-07-01,203.169998,204.490005,200.649994,201.550003,200.186111,27316700
4904,2019-07-02,201.410004,203.130005,201.360001,202.729996,201.358109,16935200
4905,2019-07-03,203.279999,204.440002,202.690002,204.410004,203.026749,11362000
4906,2019-07-05,203.350006,205.080002,202.899994,204.229996,202.847961,17265500
4907,2019-07-08,200.809998,201.399994,198.410004,200.020004,198.666458,25338600
4908,2019-07-09,199.199997,201.509995,198.809998,201.240005,199.87822,20578000
4909,2019-07-10,201.850006,203.729996,201.559998,203.229996,201.854736,17897100
4910,2019-07-11,203.309998,204.389999,201.710007,201.75,200.38475,20191800
4911,2019-07-12,202.449997,204.0,202.199997,203.300003,201.924271,17595200
4912,2019-07-15,204.089996,205.869995,204.0,205.210007,203.82135,16947400
4913,2019-07-16,204.589996,206.110001,203.5,204.5,203.116135,16866800
4914,2019-07-17,204.050003,205.089996,203.270004,203.350006,201.973923,14107500
4915,2019-07-18,204.0,205.880005,203.699997,205.660004,204.268295,18582200
4916,2019-07-19,205.789993,206.5,202.360001,202.589996,201.21907,20929300
4917,2019-07-22,203.649994,207.229996,203.610001,207.220001,205.817734,22277900
4918,2019-07-23,208.460007,208.910004,207.289993,208.839996,207.426758,18355200
4919,2019-07-24,207.669998,209.149994,207.169998,208.669998,207.257935,14991600
4920,2019-07-25,208.889999,209.240005,206.729996,207.020004,205.619095,13909600
4921,2019-07-26,207.479996,209.729996,207.139999,207.740005,206.334213,17601200
4922,2019-07-29,208.460007,210.639999,208.440002,209.679993,208.261078,21673400
4923,2019-07-30,208.759995,210.160004,207.309998,208.779999,207.367172,33935700
4924,2019-07-31,216.419998,221.369995,211.300003,213.039993,211.598358,69281400
4925,2019-08-01,213.899994,218.02999900000003,206.740005,208.429993,207.019531,54017900
4926,2019-08-02,205.529999,206.429993,201.630005,204.020004,202.639389,40862100
4927,2019-08-05,197.990005,198.649994,192.580002,193.339996,192.031647,52393000
4928,2019-08-06,196.309998,198.070007,194.039993,197.0,195.666885,35824800
4929,2019-08-07,195.410004,199.559998,193.820007,199.039993,197.693085,33364400
4930,2019-08-08,200.199997,203.529999,199.389999,203.429993,202.053375,27009500
4931,2019-08-09,201.300003,202.759995,199.289993,200.990005,200.388382,24619700
4932,2019-08-12,199.619995,202.050003,199.149994,200.479996,199.879898,22474900
4933,2019-08-13,201.020004,212.139999,200.479996,208.970001,208.344498,47218500
4934,2019-08-14,203.160004,206.440002,202.589996,202.75,202.143112,36547400
4935,2019-08-15,203.460007,205.139999,199.669998,201.740005,201.136139,27227400
4936,2019-08-16,204.279999,207.160004,203.839996,206.5,205.881882,27620400
4937,2019-08-19,210.619995,212.729996,210.02999900000003,210.350006,209.720367,24413600
4938,2019-08-20,210.880005,213.350006,210.320007,210.360001,209.730331,26884300
4939,2019-08-21,212.990005,213.649994,211.600006,212.639999,212.00351,21535400
4940,2019-08-22,213.190002,214.440002,210.75,212.460007,211.824051,22253700
4941,2019-08-23,209.429993,212.050003,201.0,202.639999,202.033447,46818000
4942,2019-08-26,205.860001,207.190002,205.059998,206.490005,205.871918,26043600
4943,2019-08-27,207.860001,208.550003,203.529999,204.160004,203.548889,25873300
4944,2019-08-28,204.100006,205.720001,203.320007,205.529999,204.914795,15938800
4945,2019-08-29,208.5,209.320007,206.660004,209.009995,208.384369,20990500
4946,2019-08-30,210.160004,210.449997,207.199997,208.740005,208.115189,21143400
4947,2019-09-03,206.429993,206.979996,204.220001,205.699997,205.084274,20023000
4948,2019-09-04,208.389999,209.479996,207.320007,209.190002,208.563843,19188100
4949,2019-09-05,212.0,213.970001,211.50999500000003,213.27999900000003,212.641586,23913700
4950,2019-09-06,214.050003,214.419998,212.50999500000003,213.25999500000003,212.621643,19362300
4951,2019-09-09,214.839996,216.440002,211.070007,214.169998,213.528931,27309400
4952,2019-09-10,213.860001,216.77999900000003,211.710007,216.699997,216.051346,31777900
4953,2019-09-11,218.070007,223.710007,217.729996,223.589996,222.920731,44289600
4954,2019-09-12,224.800003,226.419998,222.860001,223.089996,222.422226,32226700
4955,2019-09-13,220.0,220.789993,217.020004,218.75,218.095215,39763300
4956,2019-09-16,217.729996,220.130005,217.559998,219.899994,219.241776,21158100
4957,2019-09-17,219.960007,220.820007,219.119995,220.699997,220.039383,18318700
4958,2019-09-18,221.059998,222.850006,219.440002,222.770004,222.10319500000003,25340000
4959,2019-09-19,222.00999500000003,223.75999500000003,220.369995,220.960007,220.298615,22060600
4960,2019-09-20,221.380005,222.559998,217.470001,217.729996,217.078262,55413100
4961,2019-09-23,218.949997,219.839996,217.649994,218.720001,218.065308,19165500
4962,2019-09-24,221.02999900000003,222.490005,217.190002,217.679993,217.028412,31190800
4963,2019-09-25,218.550003,221.5,217.139999,221.02999900000003,220.36839300000003,21903400
4964,2019-09-26,220.0,220.940002,218.830002,219.889999,219.231812,18833500
4965,2019-09-27,220.539993,220.960007,217.27999900000003,218.820007,218.165024,25352000
4966,2019-09-30,220.899994,224.580002,220.789993,223.970001,223.299591,25977400
4967,2019-10-01,225.070007,228.220001,224.199997,224.589996,223.91774,34805800
4968,2019-10-02,223.059998,223.580002,217.929993,218.960007,218.304596,34612300
4969,2019-10-03,218.429993,220.960007,215.130005,220.820007,220.159027,28606500
4970,2019-10-04,225.639999,227.490005,223.889999,227.00999500000003,226.33049,34619700
4971,2019-10-07,226.270004,229.929993,225.839996,227.059998,226.380341,30576500
4972,2019-10-08,225.820007,228.059998,224.330002,224.399994,223.728302,27955000
4973,2019-10-09,227.02999900000003,227.789993,225.639999,227.02999900000003,226.350433,18692600
4974,2019-10-10,227.929993,230.440002,227.300003,230.089996,229.401276,28253400
4975,2019-10-11,232.949997,237.639999,232.309998,236.210007,235.50296,41698900
4976,2019-10-14,234.899994,238.130005,234.669998,235.869995,235.163971,24106900
4977,2019-10-15,236.389999,237.649994,234.880005,235.320007,234.615631,21840000
4978,2019-10-16,233.369995,235.240005,233.199997,234.369995,233.668457,18475800
4979,2019-10-17,235.089996,236.149994,233.520004,235.27999900000003,234.575745,16896300
4980,2019-10-18,234.589996,237.580002,234.289993,236.410004,235.702362,24358400
4981,2019-10-21,237.520004,240.990005,237.320007,240.50999500000003,239.790085,21811800
4982,2019-10-22,241.160004,242.199997,239.619995,239.960007,239.241745,20573400
4983,2019-10-23,242.100006,243.240005,241.220001,243.179993,242.452087,18957200
4984,2019-10-24,244.50999500000003,244.800003,241.809998,243.580002,242.850891,17318800
4985,2019-10-25,243.160004,246.729996,242.880005,246.580002,245.841919,18369300
4986,2019-10-28,247.419998,249.25,246.720001,249.050003,248.30452,24143200
4987,2019-10-29,248.970001,249.75,242.570007,243.289993,242.561752,35709900
4988,2019-10-30,244.75999500000003,245.300003,241.210007,243.25999500000003,242.53184500000003,31130500
4989,2019-10-31,247.240005,249.169998,237.25999500000003,248.75999500000003,248.015381,34790500
4990,2019-11-01,249.539993,255.929993,249.160004,255.820007,255.05426,37781300
4991,2019-11-04,257.329987,257.850006,255.380005,257.5,256.729218,25818000
4992,2019-11-05,257.049988,258.190002,256.320007,257.130005,256.360352,19974400
4993,2019-11-06,256.769989,257.48999,255.369995,257.23999,256.470001,18966100
4994,2019-11-07,258.73999,260.350006,258.109985,259.429993,259.429993,23735100
4995,2019-11-08,258.690002,260.440002,256.850006,260.140015,260.140015,17496600
4996,2019-11-11,258.299988,262.470001,258.27999900000003,262.200012,262.200012,20455300
4997,2019-11-12,261.549988,262.790009,260.920013,261.959991,261.959991,21847200
4998,2019-11-13,261.130005,264.77999900000003,261.070007,264.470001,264.470001,25683600
4999,2019-11-14,263.75,264.880005,262.100006,262.640015,262.640015,22295700
5000,2019-11-15,263.679993,265.77999900000003,263.01001,265.76001,265.76001,25051600
5001,2019-11-18,265.799988,267.429993,264.230011,267.100006,267.100006,21675800
5002,2019-11-19,267.899994,268.0,265.390015,266.290009,266.290009,19041800
5003,2019-11-20,265.540009,266.079987,260.399994,263.190002,263.190002,26558600
5004,2019-11-21,263.690002,264.01001,261.179993,262.01001,262.01001,30348800
5005,2019-11-22,262.589996,263.179993,260.839996,261.77999900000003,261.77999900000003,16331300
5006,2019-11-25,262.709991,266.440002,262.519989,266.369995,266.369995,21005100
5007,2019-11-26,266.940002,267.160004,262.5,264.290009,264.290009,26301900
5008,2019-11-27,265.579987,267.980011,265.309998,267.839996,267.839996,16308900
5009,2019-11-29,266.600006,268.0,265.899994,267.25,267.25,11654400
5010,2019-12-02,267.269989,268.25,263.450012,264.160004,264.160004,23621800
5011,2019-12-03,258.309998,259.52999900000003,256.290009,259.450012,259.450012,28607600
5012,2019-12-04,261.070007,263.309998,260.679993,261.73999,261.73999,16795400
5013,2019-12-05,263.790009,265.890015,262.730011,265.579987,265.579987,18606100
5014,2019-12-06,267.480011,271.0,267.299988,270.709991,270.709991,26518900
5015,2019-12-09,270.0,270.799988,264.910004,266.920013,266.920013,32010600
5016,2019-12-10,268.600006,270.070007,265.859985,268.480011,268.480011,22605100
5017,2019-12-11,268.809998,271.100006,268.5,270.769989,270.769989,19689200
5018,2019-12-12,267.77999900000003,272.559998,267.320007,271.459991,271.459991,34327600
5019,2019-12-13,271.459991,275.299988,270.929993,275.149994,275.149994,33396900
5020,2019-12-16,277.0,280.790009,276.980011,279.859985,279.859985,32046500
5021,2019-12-17,279.570007,281.769989,278.799988,280.410004,280.410004,28539600
5022,2019-12-18,279.799988,281.899994,279.119995,279.73999,279.73999,29007100
5023,2019-12-19,279.5,281.179993,278.950012,280.019989,280.019989,24592300
5024,2019-12-20,282.230011,282.649994,278.559998,279.440002,279.440002,68994500
5025,2019-12-23,280.52999900000003,284.25,280.369995,284.0,284.0,24643000
5026,2019-12-24,284.690002,284.890015,282.920013,284.269989,284.269989,12119700
5027,2019-12-26,284.820007,289.980011,284.700012,289.910004,289.910004,23280300
5028,2019-12-27,291.119995,293.970001,288.119995,289.799988,289.799988,36566500
5029,2019-12-30,289.459991,292.690002,285.220001,291.519989,291.519989,36028600
